A;MES;CATEGORIA;TIPO;DISTRITO;PROVINCIA;LUGAR ;SITIOTURISTICO;ACTIVIDAD;NUMVISITANTES;PROVENIENCIA;PRECIO
2019;setiembre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;0;Nacional;30
2019;setiembre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;178;extranjero;65
2019;setiembre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;682;Nacional;30
2019;setiembre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;26;extranjero;65
2019;octubre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 69;Turismo;10525;Nacional;30
2019;octubre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 70;Turismo;1858;extranjero;65
2019;octubre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 71;Turismo;661;Nacional;30
2019;octubre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 72;Turismo;346;extranjero;65
2019;octubre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;12;Nacional;30
2019;octubre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;631;extranjero;65
2019;octubre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;Nacional;30
2019;octubre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;extranjero;65
2019;octubre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;4219;Nacional;30
2019;octubre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;836;extranjero;65
2019;octubre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;403;Nacional;30
2019;octubre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;311;extranjero;65
2019;octubre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2019;octubre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;extranjero;65
2019;octubre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2019;octubre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;extranjero;65
2019;octubre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;Nacional;30
2019;octubre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;extranjero;65
2019;octubre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;1028;Nacional;30
2019;octubre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;21;extranjero;65
2019;octubre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;174;Nacional;30
2019;octubre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;668;extranjero;65
2019;octubre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;44;Nacional;30
2019;octubre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;124;extranjero;65
2019;octubre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2019;octubre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;31;extranjero;65
2019;octubre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2019;octubre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;extranjero;65
2019;octubre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;83;Nacional;30
2019;octubre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;50;extranjero;65
2019;octubre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;Nacional;30
2019;octubre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;extranjero;65
2019;octubre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2019;octubre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;extranjero;65
2019;octubre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2019;octubre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;extranjero;65
2019;octubre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;480;Nacional;30
2019;octubre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;55;extranjero;65
2019;octubre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;0;Nacional;30
2019;octubre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;0;extranjero;65
2019;octubre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2019;octubre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2019;octubre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2019;octubre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2019;octubre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;Nacional;30
2019;octubre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;extranjero;65
2019;octubre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;10092;Nacional;30
2019;octubre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;470;extranjero;65
2019;octubre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;Nacional;30
2019;octubre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;extranjero;65
2019;octubre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;1297;Nacional;30
2019;octubre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;1146;extranjero;65
2019;octubre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2019;octubre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2019;octubre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2019;octubre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2019;octubre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;2;Nacional;30
2019;octubre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;117;extranjero;65
2019;octubre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;Nacional;30
2019;octubre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;extranjero;65
2019;octubre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;0;Nacional;30
2019;octubre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;43;extranjero;65
2019;octubre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;12;Nacional;30
2019;octubre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;606;extranjero;65
2019;noviembre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 69;Turismo;9713;Nacional;30
2019;noviembre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 70;Turismo;1502;extranjero;65
2019;noviembre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 71;Turismo;453;Nacional;30
2019;noviembre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 72;Turismo;381;extranjero;65
2019;noviembre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;Nacional;30
2019;noviembre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;extranjero;65
2019;noviembre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;Nacional;30
2019;noviembre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;extranjero;65
2019;noviembre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;3952;Nacional;30
2019;noviembre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;670;extranjero;65
2019;noviembre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;372;Nacional;30
2019;noviembre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;127;extranjero;65
2019;noviembre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2019;noviembre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;8;extranjero;65
2019;noviembre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;6;Nacional;30
2019;noviembre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;extranjero;65
2019;noviembre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;Nacional;30
2019;noviembre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;extranjero;65
2019;noviembre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;887;Nacional;30
2019;noviembre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;12;extranjero;65
2019;noviembre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;232;Nacional;30
2019;noviembre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;486;extranjero;65
2019;noviembre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;5;Nacional;30
2019;noviembre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;171;extranjero;65
2019;noviembre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2019;noviembre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;4;extranjero;65
2019;noviembre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2019;noviembre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;4;extranjero;65
2019;noviembre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;Nacional;30
2019;noviembre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;extranjero;65
2019;noviembre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;Nacional;30
2019;noviembre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;extranjero;65
2019;noviembre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2019;noviembre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;extranjero;65
2019;noviembre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2019;noviembre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;extranjero;65
2019;noviembre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;252;Nacional;30
2019;noviembre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;53;extranjero;65
2019;noviembre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;34;Nacional;30
2019;noviembre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;0;extranjero;65
2019;noviembre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2019;noviembre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2019;noviembre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2019;noviembre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2019;noviembre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;Nacional;30
2019;noviembre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;extranjero;65
2019;noviembre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;7918;Nacional;30
2019;noviembre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;567;extranjero;65
2019;noviembre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;Nacional;30
2019;noviembre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;extranjero;65
2019;noviembre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;Nacional;30
2019;noviembre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;extranjero;65
2019;noviembre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2019;noviembre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2019;noviembre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2019;noviembre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2019;noviembre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;Nacional;30
2019;noviembre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;82;extranjero;65
2019;noviembre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;Nacional;30
2019;noviembre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;extranjero;65
2019;noviembre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;0;Nacional;30
2019;noviembre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;10;extranjero;65
2019;noviembre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;3;Nacional;30
2019;noviembre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;466;extranjero;65
2019;diciembre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 69;Turismo;4452;Nacional;30
2019;diciembre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 70;Turismo;1151;extranjero;65
2019;diciembre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 71;Turismo;223;Nacional;30
2019;diciembre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 72;Turismo;430;extranjero;65
2019;diciembre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;6;Nacional;30
2019;diciembre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;224;extranjero;65
2019;diciembre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;Nacional;30
2019;diciembre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;extranjero;65
2019;diciembre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;1970;Nacional;30
2019;diciembre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;532;extranjero;65
2019;diciembre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;101;Nacional;30
2019;diciembre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;234;extranjero;65
2019;diciembre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2019;diciembre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;2;extranjero;65
2019;diciembre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2019;diciembre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;2;extranjero;65
2019;diciembre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;Nacional;30
2019;diciembre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;extranjero;65
2019;diciembre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;813;Nacional;30
2019;diciembre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;5;extranjero;65
2019;diciembre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;141;Nacional;30
2019;diciembre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;303;extranjero;65
2019;diciembre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;0;Nacional;30
2019;diciembre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;114;extranjero;65
2019;diciembre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2019;diciembre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;4;extranjero;65
2019;diciembre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2019;diciembre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;1;extranjero;65
2019;diciembre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;102;Nacional;30
2019;diciembre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;66;extranjero;65
2019;diciembre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;4;Nacional;30
2019;diciembre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;2;extranjero;65
2019;diciembre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2019;diciembre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;extranjero;65
2019;diciembre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2019;diciembre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;extranjero;65
2019;diciembre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;277;Nacional;30
2019;diciembre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;21;extranjero;65
2019;diciembre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;11;Nacional;30
2019;diciembre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;0;extranjero;65
2019;diciembre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2019;diciembre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2019;diciembre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2019;diciembre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2019;diciembre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;Nacional;30
2019;diciembre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;extranjero;65
2019;diciembre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;3798;Nacional;30
2019;diciembre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;396;extranjero;65
2019;diciembre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;Nacional;30
2019;diciembre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;extranjero;65
2019;diciembre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;628;Nacional;30
2019;diciembre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;867;extranjero;65
2019;diciembre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2019;diciembre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2019;diciembre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2019;diciembre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2019;diciembre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;1;Nacional;30
2019;diciembre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;21;extranjero;65
2019;diciembre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;Nacional;30
2019;diciembre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;extranjero;65
2019;diciembre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;0;Nacional;30
2019;diciembre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;15;extranjero;65
2019;diciembre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;3;Nacional;30
2019;diciembre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;228;extranjero;65
2020;enero;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 69;Turismo;8811;Nacional;30
2020;enero;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 70;Turismo;1896;extranjero;65
2020;enero;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 71;Turismo;375;Nacional;30
2020;enero;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 72;Turismo;0;extranjero;65
2020;enero;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;1;Nacional;30
2020;enero;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;196;extranjero;65
2020;enero;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;Nacional;30
2020;enero;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;extranjero;65
2020;enero;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;3371;Nacional;30
2020;enero;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;727;extranjero;65
2020;enero;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;201;Nacional;30
2020;enero;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;0;extranjero;65
2020;enero;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;1;Nacional;30
2020;enero;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;7;extranjero;65
2020;enero;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2020;enero;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;extranjero;65
2020;enero;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;Nacional;30
2020;enero;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;extranjero;65
2020;enero;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;862;Nacional;30
2020;enero;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;2;extranjero;65
2020;enero;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;223;Nacional;30
2020;enero;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;325;extranjero;65
2020;enero;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;1;Nacional;30
2020;enero;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;0;extranjero;65
2020;enero;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2020;enero;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;5;extranjero;65
2020;enero;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2020;enero;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;1;extranjero;65
2020;enero;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;111;Nacional;30
2020;enero;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;29;extranjero;65
2020;enero;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;Nacional;30
2020;enero;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;extranjero;65
2020;enero;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2020;enero;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;extranjero;65
2020;enero;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2020;enero;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;extranjero;65
2020;enero;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;186;Nacional;30
2020;enero;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;10;extranjero;65
2020;enero;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;16;Nacional;30
2020;enero;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;0;extranjero;65
2020;enero;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
